wiki-ref,old_content,old_time,new_content,new_time 
1223665322,"In July 2023, [[The 1975]] lead singer Matty Healy slammed the country's anti-LGBTQ laws by kissing a bandmate on stage at a music festival in [[Kuala Lumpur]] causing the Ministry of Communications and Digital to cancel the 3 day event.<ref>{{Cite web |author1=Heather Chen |author2=Teele Rebane |author3=Lauren Kent |date=2023-07-22 |title=Malaysia halts music festival after same-sex kiss by The 1975 singer |url=https://www.cnn.com/2023/07/22/asia/malaysia-1975-same-sex-concert-intl/index.html |access-date=2023-07-23 |website=CNN |language=en}}</ref>",2024-05-10T09:49:24Z,"In July 2023, [[The 1975]] lead singer [[Matty Healy]] slammed the country's anti-LGBTQ laws by kissing bandmate Ross MacDonald on stage at a music festival in [[Kuala Lumpur]] causing the Ministry of Communications and Digital to cancel the 3 day event.<ref>{{Cite web |author1=Heather Chen |author2=Teele Rebane |author3=Lauren Kent |date=2023-07-22 |title=Malaysia halts music festival after same-sex kiss by The 1975 singer |url=https://www.cnn.com/2023/07/22/asia/malaysia-1975-same-sex-concert-intl/index.html |access-date=2023-07-23 |website=CNN |language=en}}</ref>",2024-05-13T15:50:45Z
1224498852,"| 15 units leased to Southern Pacific in 1978. 715 wrecked and retired after being involved in the [[Harvey, Illinois train collision]] ",2024-05-18T19:42:17Z,| 15 units leased to Southern Pacific in 1978. 713 wrecked and retired after a grade crossing accident in 1977. 715,2024-05-18T19:50:20Z
1224496373,| {{visible anchor|Islamic Jihad – Jamaat Mujahideen|text=Islamic Jihad<br />–<br />Jamaat Mujahideen}},2024-05-18T19:31:37Z,| {{visible anchor|Islamic Jihad – Jamaat Mujahideen}},2024-05-18T19:36:05Z
1224498624,"In [[video games]], an '''open world''' is a [[virtual world]] in which the [[Gamer|player]] can approach objectives freely, as opposed to a world with more linear and structured [[gameplay]].<ref>{{Cite web | url = http://www.kotaku.com.au/2008/07/pandemic_working_on_new_open_world_sandbox_ip/ | title = Pandemic Working On New 'Open World / Sandbox' IP | first = Logan | last = Booker | publisher = Kotaku | date = July 14, 2008 | access-date = July 25, 2008}}</ref><ref name=cvg_history2>{{cite magazine | title = The complete history of open-world games (part 2) | magazine = [[Computer and Video Games]] | date = May 25, 2008 | url = http://www.computerandvideogames.com/article.php?id=189599 | access-date = July 25, 2008 | archive-url = https://web.archive.org/web/20080526073334/http://www.computerandvideogames.com/article.php?id=189599 | archive-date = May 26, 2008 | url-status = dead}}</ref> Notable games in this category include ''[[The Legend of Zelda (video game)|The Legend of Zelda]]'' (1986), ''[[Grand Theft Auto V]]'' (2013) and ''[[Minecraft]]'' (2011).<ref>{{Cite magazine | url = https://www.wired.com/2015/12/open-world-games-2015/ | title = Open-World Games Are Changing the Way We Play | first = Jake | last = Muncy | date = December 3, 2015 | access-date = June 6, 2017 | magazine = [[Wired (magazine)|Wired]]}}</ref><ref name=""gameopedia_openworld"">{{cite web | title = The Evolution of Open-World Games | first = Karthik | last = Balasubramanian | date = August 22, 2022 | website = Gameopedia | url = https://www.gameopedia.com/the-evolution-of-open-world-games/ }}</ref>",2024-05-05T09:44:40Z,"In [[video games]], an '''open world''' is a [[virtual world]] in which the [[Gamer|player]] can approach objectives freely, as opposed to a world with more linear and structured [[gameplay]].<ref>{{Cite web | url = http://www.kotaku.com.au/2008/07/pandemic_working_on_new_open_world_sandbox_ip/ | title = Pandemic Working On New 'Open World / Sandbox' IP | first = Logan | last = Booker | publisher = Kotaku | date = July 14, 2008 | access-date = July 25, 2008}}</ref><ref name=cvg_history2>{{cite magazine | title = The complete history of open-world games (part 2) | magazine = [[Computer and Video Games]] | date = May 25, 2008 | url = http://www.computerandvideogames.com/article.php?id=189599 | access-date = July 25, 2008 | archive-url = https://web.archive.org/web/20080526073334/http://www.computerandvideogames.com/article.php?id=189599 | archive-date = May 26, 2008 | url-status = dead}}</ref> Notable games in this category include ''[[The Legend of Zelda (video game)|The Legend of Zelda]]'' (1986), ''[[Grand Theft Auto V]]'' (2013) and ''[[Minecraft]]'' (2011).<ref>{{Cite magazine | url = https://www.wired.com/2015/12/open-world-games-2015/ | title = Open-World Games Are Changing the Way We Play | first = Jake | last = Muncy | date = December 3, 2015 | access-date = June 6, 2017 | magazine = [[Wired (magazine)|Wired]]}}</ref><ref name=""gameopedia_openworld"">{{cite web | title = The Evolution of Open-World Games | first = Karthik | last = Balasubramanian | date = August 22, 2022 | website = Gameopedia | url = https://www.gameopedia.com/the-evolution-of-open-world-games/}}</ref>",2024-05-18T19:48:42Z
1224498821,===Batman===,2024-05-14T01:15:05Z,===Batman===May 2024}},2024-05-18T19:50:10Z
1220153502,"The title was deactivated in 2001 when ECW went out of business. ECW was then purchased by WWE two years later during the summer of 2003. In 2006, WWE reactivated the championship as the world title of their newly established [[ECW (WWE brand)|ECW]] [[WWE brand extension|brand]]. It was the third concurrently active world championship in the promotion, complementing the [[WWE Championship]] and [[World Heavyweight Championship (WWE, 2002–2013)|World Heavyweight Championship]] of the other two brands, [[Raw (WWE brand)|Raw]] and [[SmackDown (WWE brand)|SmackDown]]. The ECW Championship briefly appeared as the sole world title of the Raw brand in 2008 as a result of [[2008 WWE draft|that year's draft]]. When WWE disbanded the ECW brand in 2010, the championship was subsequently retired following the final episode of [[WWE ECW]] with [[Ezekiel Jackson]] as the final titleholder, who also had the shortest reign with the belt at 2 minuties 25 seconds as he won it during the episode.",2024-03-17T01:16:03Z,"The title was deactivated in 2001 when ECW went out of business. ECW was then purchased by WWE two years later during the summer of 2003. In 2006, WWE reactivated the championship as the world title of their newly established [[ECW (WWE brand)|ECW]] [[WWE brand extension|brand]]. It was the third concurrently active world championship in the promotion, complementing the [[WWE Championship]] and [[World Heavyweight Championship (WWE, 2002–2013)|World Heavyweight Championship]] of the other two brands, [[Raw (WWE brand)|Raw]] and [[SmackDown (WWE brand)|SmackDown]]. The ECW Championship briefly appeared as the sole world title of the Raw brand in 2008 as a result of [[2008 WWE draft|that year's draft]]. When WWE disbanded the ECW brand in 2010, the championship was subsequently retired following the final episode of [[WWE ECW]] with [[Ezekiel Jackson]] as the final titleholder, who also had the shortest reign with the belt at 2 minutes 25 seconds as he won it during the episode.",2024-04-22T03:34:20Z
1223475049,"| os = '''Original:''' [[iOS 9|iOS 9.0]]<br /> ''' Last :''' [[iOS 15|iOS 15.8.2]], released March 5, 2024",2024-05-12T01:48:00Z,"| os = '''Original:''' [[iOS 9|iOS 9.0]]<br /> '''Current:''' [[iOS 15|iOS 15.8.2]], released March 5, 2024",2024-05-12T11:15:06Z
1198263845,''Secret Quest'' was included in the Atari FlashBack 2 and subsequent consoles in the series with the exception of the FlashBack 4.{{fact|date=January 2024}} ,2024-01-07T01:40:07Z,"''Secret Quest'' was included in the Atari FlashBack 2 and subsequent consoles in the series with the exception of the FlashBack 4.{{fact|date=January 2024}} It was also later included as part of the ''[[Atari 50|Atari 50: The Anniversary Celebration]]'' (2022) compilation for [[Nintendo Switch]], [[PlayStation 4]], [[Steam (service)|Steam]], and [[Xbox One]].<ref>{{cite web|last=Machkovech|first=Sam|url=https://arstechnica.com/gaming/2022/09/the-103-classic-games-that-did-and-didnt-make-the-atari-50-anniversary-cut/|title=The 103 Classic Games That Did, and Didn't, Make the Atari 50 Anniversary Cut — Retailer Leak Suggests Games from Arcade to Jaguar; Surprises Apparently Still Await|work=[[Ars Technica]]|publisher=[[Condé Nast]]|date=September 12, 2022|access-date=May 23, 2023|archive-url=https://web.archive.org/web/20220914101824/https://arstechnica.com/gaming/2022/09/the-103-classic-games-that-did-and-didnt-make-the-atari-50-anniversary-cut/|archive-date=September 14, 2022|url-status=live}}</ref>",2024-01-23T17:11:35Z
1224488049,"Adrian Horton of ''[[The Guardian]]'' awarded the film 3 out of 5 stars, writing that it ""checks the boxes"" on the elements of a family-friendly movie, but also noting that it does not ""fully conjure the magic"" of other films in the genre.<ref>{{Cite news |last=Horton |first=Adrian |date=2024-05-15 |title=''If'' review – John Krasinski’s so-so, sentimental family fantasy |url=https://www.theguardian.com/film/article/2024/may/15/if-review-john-krasinski |access-date=2024-05-16 |work=The Guardian |language=en-GB |issn=0261-3077 |archive-date=May 17, 2024 |archive-url=https://web.archive.org/web/20240517151403/https://www.theguardian.com/film/article/2024/may/15/if-review-john-krasinski |url-status=live }}</ref> Another mixed review was published on [[NPR]] by Bob Mondello, who wrote, ""But mostly the filmmakers detour, decorate and digitize their story rather than telling it, and that doesn't mesh well with the real-world stuff — dad's surgery, for instance, and Bea's wandering all over Brooklyn without her grandma seeming to notice. And yes, I know: ''IF'' is a kid-flick, but it still needs grounding. We're in Brooklyn, not Willy Wonkaland.""<ref>{{Cite web |date=2009-11-12 |title=Inguinal hernia repair without mesh-New technique |url=http://dx.doi.org/10.4016/14300.01 |access-date=2024-05-18 |website=SciVee}}</ref> while [[RogerEbert.com]] called the film ""a well-intentioned misfire"".<ref>{{Cite web |last=Worthington |first=Clint |title=IF movie review &amp; film summary (2024) {{!}} Roger Ebert |url=https://www.rogerebert.com/reviews/if-film-review-2024 |access-date=2024-05-18 |website=Rogerebert.com |language=en}}</ref>",2024-05-18T18:00:46Z,"Adrian Horton of ''[[The Guardian]]'' awarded the film 3 out of 5 stars, writing that it ""checks the boxes"" on the elements of a family-friendly movie, but also noting that it does not ""fully conjure the magic"" of other films in the genre.<ref>{{Cite news |last=Horton |first=Adrian |date=2024-05-15 |title=''If'' review – John Krasinski’s so-so, sentimental family fantasy |url=https://www.theguardian.com/film/article/2024/may/15/if-review-john-krasinski |access-date=2024-05-16 |work=The Guardian |language=en-GB |issn=0261-3077 |archive-date=May 17, 2024 |archive-url=https://web.archive.org/web/20240517151403/https://www.theguardian.com/film/article/2024/may/15/if-review-john-krasinski |url-status=live }}</ref> Another mixed review was published on [[NPR]] by Bob Mondello, who wrote, ""But mostly the filmmakers detour, decorate and digitize their story rather than telling it, and that doesn't mesh well with the real-world stuff — dad's surgery, for instance, and Bea's wandering all over Brooklyn without her grandma seeming to notice. And yes, I know: ''IF'' is a kid-flick, but it still needs grounding. We're in Brooklyn, not Willy Wonkaland.""<ref>{{Cite web |date=2009-11-12 |title=Inguinal hernia repair without mesh-New technique |url=http://dx.doi.org/10.4016/14300.01 |access-date=2024-05-18 |website=SciVee}}</ref> [[RogerEbert.com]] called the film ""a well-intentioned misfire"".<ref>{{Cite web |last=Worthington |first=Clint |title=IF movie review &amp; film summary (2024) {{!}} Roger Ebert |url=https://www.rogerebert.com/reviews/if-film-review-2024 |access-date=2024-05-18 |website=Rogerebert.com |language=en}}</ref>",2024-05-18T18:42:09Z
1224102425,** [[AFC Champions League 2]],2024-05-12T22:17:12Z,** [[AFC Champions League Two]],2024-05-16T07:48:56Z
1224496790,== quenlin blackwell  ==,2024-05-18T19:38:02Z,== Quenlin Blackwell  ==,2024-05-18T19:38:22Z
1221551799,"in 1996 Kansas City Southern Industries purchased a [[Federal government of Mexico|Mexican government]] concession to operate trains on a rail system in Mexico. This was due to the privatization of the Mexican railways which were losing money, had fallen into a state of disrepair, and needed expensive infrastructure upgrading to become profitable. The concession was to operate the 5,335-kilometer (3,315 mi) ""Northeast Railroad"" connecting Monterrey and Mexico City with a US port of entry at Laredo, Texas and seaports at Lázaro Cárdenas and Veracruz. This potentially very profitable concession was hotly bid on by many major companies, including the very large Union Pacific Railroad. Thie Northeast Railroad tracks carried 46% of all rail traffic in Mexico and 60% of all freight coming from and to the United States. Eleven of fourteen of Mexico's auto assembly plants, plus two more under construction, are located on this line. Auto and parts freight traffic accounted for 9% of the 2012 total carloads. <ref>Heaster, Randolph (December 6, 2005). ""Kansas City Southern Railroad Has A New Name"". Kansas City Star, 2005-12-06</ref>",2024-04-04T02:28:48Z,"In 1996, Kansas City Southern Industries won a Mexican government concession to operate the ""Northeast Railroad,"" a potentially profitable 5,335-kilometer rail system connecting key cities and ports. This line, which carried a significant portion of Mexico's rail traffic and freight from the United States, was highly sought after due to its strategic location, including proximity to numerous auto assembly plants.<ref>Heaster, Randolph (December 6, 2005). ""Kansas City Southern Railroad Has A New Name"". Kansas City Star, 2005-12-06</ref>",2024-04-30T15:51:22Z
1174867226,| clubnumber  =  ,2023-07-25T22:54:41Z,| clubnumber  =  7,2023-09-11T06:11:34Z
1177782367,| birth_date  = {{birth date|1953|02|27|df=y}},2023-07-02T19:09:04Z,| birth_date  = {{birth date and age|1953|02|27|df=y}},2023-09-29T15:11:17Z
1224495583,|''[[Whirlwind (Lainey Wilson album)|Whirlwind]]'',2024-05-18T15:59:57Z,|''Whirlwind'',2024-05-18T19:31:22Z
1224498459,"Refugees and host community participate in farming in the settlements and host community land respectively, they are sometimes provided with seeds by humanitarian organizations like Seed Effect Uganda (SEU), afford, Dan Church Aids (DCA).<ref>{{Cite web |title=Uganda Red Cross Society extends support to farmers in Bidi Bidi and Palorinya Refugee Settlements - Uganda {{!}} ReliefWeb |url=https://reliefweb.int/report/uganda/uganda-red-cross-society-extends-support-farmers-bidi-bidi-and-palorinya-refugee |access-date=2022-09-10 |website=reliefweb.int |language=en}}</ref>",2024-05-18T19:38:15Z,"Refugees and host community participate in farming in the settlements and host community land respectively, they are sometimes provided with seeds by humanitarian organizations like Seed Effect Uganda (SEU), afford, [[caritas]] [[Arua]] ,Dan Church Aids (DCA).<ref>{{Cite web |title=Uganda Red Cross Society extends support to farmers in Bidi Bidi and Palorinya Refugee Settlements - Uganda {{!}} ReliefWeb |url=https://reliefweb.int/report/uganda/uganda-red-cross-society-extends-support-farmers-bidi-bidi-and-palorinya-refugee |access-date=2022-09-10 |website=reliefweb.int |language=en}}</ref>",2024-05-18T19:47:40Z
